S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_21_636.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_21_636.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_21_636.jpg,-0.7500002,1,0,7.534498
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_21_709.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_21_709.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_21_709.jpg,0,1,0,8.364843
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_21_783.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_21_783.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_21_783.jpg,0,1,0,9.25934
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_21_856.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_21_856.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_21_856.jpg,0,1,0,9.929071
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_21_923.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_21_923.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_21_923.jpg,-0.1,1,0,10.81432
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_21_998.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_21_998.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_21_998.jpg,-0.25,1,0,11.55646
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_22_072.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_22_072.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_22_072.jpg,-0.45,1,0,12.37427
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_22_146.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_22_146.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_22_146.jpg,-0.6500001,1,0,13.15925
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_22_213.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_22_213.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_22_213.jpg,0,1,0,13.57964
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_22_282.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_22_282.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_22_282.jpg,0,1,0,14.28404
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_22_349.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_22_349.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_22_349.jpg,0,1,0,15.14176
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_22_419.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_22_419.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_22_419.jpg,0,1,0,15.70819
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_22_492.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_22_492.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_22_492.jpg,-0.1,1,0,16.56214
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_22_567.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_22_567.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_22_567.jpg,-0.3,1,0,17.37581
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_22_634.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_22_634.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_22_634.jpg,-0.45,1,0,17.96711
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_22_701.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_22_701.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_22_701.jpg,-0.6000001,1,0,18.48639
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_22_768.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_22_768.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_22_768.jpg,-0.8000001,1,0,19.14465
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_22_839.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_22_839.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_22_839.jpg,0,1,0,19.6652
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_22_910.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_22_910.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_22_910.jpg,0,1,0,20.42604
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_22_981.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_22_981.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_22_981.jpg,0,1,0,21.05094
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_23_052.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_23_052.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_23_052.jpg,0,1,0,21.84495
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_23_123.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_23_123.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_23_123.jpg,-0.15,1,0,22.41245
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_23_194.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_23_194.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_23_194.jpg,-0.35,1,0,23.15021
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_23_264.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_23_264.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_23_264.jpg,0,1,0,23.92307
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_23_337.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_23_337.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_23_337.jpg,0,1,0,24.50566
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_23_413.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_23_413.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_23_413.jpg,0,1,0,25.27469
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_23_481.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_23_481.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_23_481.jpg,0,1,0,25.84836
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_23_548.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_23_548.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_23_548.jpg,-0.15,1,0,26.59972
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_23_615.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_23_615.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_23_615.jpg,-0.3,1,0,27.12436
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_23_684.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_23_684.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_23_684.jpg,0,1,0,27.81183
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_23_755.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_23_755.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_23_755.jpg,0,1,0,28.36443
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_23_828.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_23_828.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_23_828.jpg,0,1,0,29.10182
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_23_898.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_23_898.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_23_898.jpg,0,1,0,29.65197
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_23_968.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_23_968.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_23_968.jpg,0,1,0,30.1922
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_24_038.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_24_038.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_24_038.jpg,0,1,0,30.19023
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_24_108.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_24_108.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_24_108.jpg,-0.2,1,0,30.18048
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_24_177.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_24_177.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_24_177.jpg,-0.35,1,0,30.16381
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_24_248.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_24_248.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_24_248.jpg,-0.5500001,1,0,30.13947
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_24_323.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_24_323.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_24_323.jpg,0,1,0,30.18053
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_24_392.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_24_392.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_24_392.jpg,0,1,0,30.18808
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_24_470.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_24_470.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_24_470.jpg,0,1,0,30.18993
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_24_536.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_24_536.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_24_536.jpg,-0.1,1,0,30.18951
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_24_614.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_24_614.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_24_614.jpg,-0.3,1,0,30.17207
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_24_692.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_24_692.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_24_692.jpg,0,1,0,30.18855
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_24_759.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_24_759.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_24_759.jpg,0,1,0,30.18933
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_24_826.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_24_826.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_24_826.jpg,0,1,0,30.19018
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_24_894.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_24_894.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_24_894.jpg,0,1,0,30.19054
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_24_966.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_24_966.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_24_966.jpg,0,1,0,30.19028
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_25_036.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_25_036.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_25_036.jpg,0,1,0,30.19032
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_25_109.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_25_109.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_25_109.jpg,0,1,0,30.19092
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_25_182.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_25_182.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_25_182.jpg,0,1,0,30.19036
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_25_257.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_25_257.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_25_257.jpg,0,1,0,30.1903
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_25_328.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_25_328.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_25_328.jpg,0,1,0,30.19032
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_25_399.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_25_399.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_25_399.jpg,0,1,0,30.19028
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_25_470.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_25_470.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_25_470.jpg,0,1,0,30.19031
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_25_541.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_25_541.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_25_541.jpg,0,1,0,30.19029
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_25_612.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_25_612.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_25_612.jpg,-0.05,1,0,30.18973
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_25_679.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_25_679.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_25_679.jpg,-0.2,1,0,30.17981
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_25_756.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_25_756.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_25_756.jpg,0,1,0,30.18293
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_25_834.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_25_834.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_25_834.jpg,0,1,0,30.18956
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_25_902.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_25_902.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_25_902.jpg,0,1,0,30.19006
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_25_975.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_25_975.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_25_975.jpg,0,1,0,30.19027
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_26_049.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_26_049.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_26_049.jpg,0,1,0,30.19031
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_26_121.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_26_121.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_26_121.jpg,-0.15,1,0,30.18478
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_26_195.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_26_195.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_26_195.jpg,-0.35,1,0,30.16399
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_26_270.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_26_270.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_26_270.jpg,0,1,0,30.18751
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_26_346.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_26_346.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_26_346.jpg,0,1,0,30.18986
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_26_422.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_26_422.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_26_422.jpg,0,1,0,30.19016
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_26_498.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_26_498.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_26_498.jpg,-0.2,1,0,30.18181
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_26_576.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_26_576.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_26_576.jpg,-0.4,1,0,30.15921
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_26_647.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_26_647.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_26_647.jpg,0,1,0,30.189
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_26_717.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_26_717.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_26_717.jpg,0,1,0,30.1902
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_26_789.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_26_789.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_26_789.jpg,0,1,0,30.19025
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_26_862.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_26_862.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_26_862.jpg,-0.05,1,0,30.19
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_26_935.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_26_935.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_26_935.jpg,-0.25,1,0,30.17576
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_27_009.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_27_009.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_27_009.jpg,0,1,0,30.18993
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_27_083.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_27_083.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_27_083.jpg,0,1,0,30.18991
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_27_156.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_27_156.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_27_156.jpg,0,1,0,30.19019
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_27_228.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_27_228.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_27_228.jpg,0,1,0,30.19029
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_27_304.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_27_304.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_27_304.jpg,0,1,0,30.19028
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_27_377.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_27_377.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_27_377.jpg,0,1,0,30.19033
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_27_452.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_27_452.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_27_452.jpg,0,1,0,30.1903
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_27_526.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_27_526.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_27_526.jpg,-0.15,1,0,30.18428
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_27_600.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_27_600.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_27_600.jpg,-0.3,1,0,30.16929
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_27_675.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_27_675.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_27_675.jpg,0,1,0,30.17968
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_27_749.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_27_749.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_27_749.jpg,0,1,0,30.18884
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_27_824.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_27_824.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_27_824.jpg,0,1,0,30.19003
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_27_899.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_27_899.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_27_899.jpg,0,1,0,30.19029
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_27_974.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_27_974.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_27_974.jpg,0,1,0,30.19032
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_28_049.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_28_049.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_28_049.jpg,-0.05,1,0,30.18986
S:\self driving car\Simulation\IMG\center_2021_10_24_10_45_28_125.jpg,S:\self driving car\Simulation\IMG\left_2021_10_24_10_45_28_125.jpg,S:\self driving car\Simulation\IMG\right_2021_10_24_10_45_28_125.jpg,-0.25,1,0,30.17522
